cohort	gsm	stage	gene	raw	cpm	norm	lib_size	size_factor
GSE135251	GSM3998369	3	THBS2	120	6.38764136183023	175.822380370086	18786277	0.682506969518976
GSE135251	GSM3998370	2	THBS2	223	9.8072104722361	175.067777581636	22738372	1.27379237390509
GSE135251	GSM3998371	2	THBS2	401	17.6569072698419	380.221797408685	22710659	1.05464758394422
GSE135251	GSM3998372	3	THBS2	273	11.5263973075687	244.733409281586	23684764	1.11549951762365
GSE135251	GSM3998373	3	THBS2	109	5.09729902074806	104.799755517459	21383874	1.04007876222422
GSE135251	GSM3998374	3	THBS2	139	8.41066455323004	149.786228022611	16526637	0.927989187223657
GSE135251	GSM3998375	1	THBS2	97	4.64411344736084	92.9074170053149	20886656	1.04405012136384
GSE135251	GSM3998376	2	THBS2	579	31.3782021753386	568.541453980333	18452300	1.01839539746213
GSE135251	GSM3998377	1	THBS2	206	8.48834451404887	169.929806463317	24268572	1.21226525403281
GSE135251	GSM3998378	3	THBS2	1363	66.2684562877364	1262.07173301071	20567855	1.07997030941223
GSE135251	GSM3998379	3	THBS2	426	16.4670589821061	341.764859085871	25869829	1.24647104193051
GSE135251	GSM3998380	1	THBS2	159	7.52991079470963	150.584752588259	21115788	1.05588379478732
GSE135251	GSM3998381	2	THBS2	162	7.61728646300989	160.45687826612	21267416	1.00961704945625
GSE135251	GSM3998382	3	THBS2	563	26.9450883985553	459.109883449888	20894346	1.22628595091321
GSE135251	GSM3998167	2	ALB	3547755	152341.464941631	3564519.07268586	23288177	0.995296960867928
GSE135251	GSM3998168	3	ALB	3091362	154996.044077699	3430741.63232552	19944780	0.901076889869006
GSE135251	GSM3998169	2	ALB	3667287	149531.800666019	3349145.88662317	24525131	1.09499171554381
GSE135251	GSM3998170	3	ALB	4749437	169340.453416282	3866227.17238511	28046677	1.22844230000847
GSE135251	GSM3998171	0	ALB	4177039	146922.246848948	3403543.97907835	28430269	1.22726165011422
GSE135251	GSM3998172	1	ALB	5195662	208387.174868187	5414291.00784174	24932734	0.959620011646014
GSE135251	GSM3998173	3	ALB	3478443	140526.010180819	3023314.07036984	24753019	1.15053974513951
GSE135251	GSM3998174	2	ALB	3861182	157154.121446285	4070874.49417737	24569397	0.948489570366934
GSE135251	GSM3998175	0	ALB	3467423	184961.622078235	4718614.72176457	18746716	0.734839185748
GSE135251	GSM3998176	2	ALB	3845354	159853.781135465	4029347.87906143	24055446	0.954336561502283
GSE135251	GSM3998177	1	ALB	4009172	150324.308250073	3710972.39931371	26670151	1.08035618932155
GSE135251	GSM3998178	2	ALB	4812407	193036.620386321	4895534.299866	24930021	0.983019769697401
GSE135251	GSM3998179	3	ALB	3784701	172112.764458967	4177748.26131142	21989659	0.905918873822226
GSE135251	GSM3998180	2	ALB	4097156	175408.584332804	4158988.02552128	23357785	0.985132915713666
GSE135251	GSM3998181	1	ALB	4076404	177994.901885887	4736001.66677317	22901802	0.860726893024389
GSE135251	GSM3998182	2	ALB	4524908	174822.045890696	4928028.10130842	25882937	0.91819849785325
GSE135251	GSM3998183	1	ALB	3151492	143846.245204086	3545901.01199583	21908754	0.888770439258868
GSE135251	GSM3998184	2	ALB	4255987	160738.600658192	3890896.75277426	26477691	1.09383190313786
GSE135251	GSM3998185	3	ALB	4475158	160765.857914224	4057944.88932226	27836495	1.10281389276024
GSE135251	GSM3998186	2	ALB	2354942	91800.0392313524	2177480.43266647	25652952	1.08149858187989
GSE135251	GSM3998187	2	ALB	2720931	119513.967720132	2525253.23248131	22766636	1.07748837423581
GSE135251	GSM3998188	3	ALB	4402630	161257.907127199	3614617.87571595	27301793	1.21800703459642
GSE135251	GSM3998189	0	ALB	4437477	174494.487341583	4307005.79452509	25430471	1.03029278614874
GSE135251	GSM3998190	3	ALB	3703754	171562.140446557	4105487.92966426	21588411	0.902147092733722
GSE135251	GSM3998191	4	ALB	3272864	131872.024748004	2834041.11431701	24818486	1.15483998572432
GSE135251	GSM3998192	1	ALB	2741413	128237.005411151	2968291.79505673	21377706	0.923565871982476
GSE135251	GSM3998193	3	ALB	3332225	167312.296889582	3924811.07644936	19916199	0.849015388280688
GSE135251	GSM3998194	1	ALB	2580877	128713.288532391	2769805.94192554	20051364	0.931789827198437
GSE135251	GSM3998195	3	ALB	3595024	150729.879938477	3282749.66070274	23850772	1.09512584618786
GSE135251	GSM3998196	1	ALB	2866519	149819.627040714	3347896.26521763	19133134	0.856214999783949
GSE135251	GSM3998197	1	ALB	4486311	151415.472839328	3519546.41722947	29629145	1.27468442468548
GSE135251	GSM3998198	1	ALB	5290967	164030.500376752	3840322.08143316	32255995	1.37774043109048
GSE135251	GSM3998199	2	ALB	3225722	132902.838251629	2707644.39793862	24271280	1.191338863573
GSE135251	GSM3998200	3	ALB	4408227	159480.472082749	3986431.78391709	27641171	1.10580770948712
GSE135251	GSM3998201	4	ALB	2319849	101500.782372577	2260737.1013974	22855479	1.02614717941598
GSE135251	GSM3998202	0	ALB	2828287	119212.897054472	2793160.50144476	23724673	1.01257589692288
GSE135251	GSM3998203	3	ALB	3550828	151870.936555292	3744939.43664921	23380563	0.948167002448805
GSE135251	GSM3998204	1	ALB	3052202	149481.533714205	3780646.97379311	20418589	0.807322667563889
GSE135251	GSM3998205	1	ALB	2893191	135160.263655833	3362271.97679738	21405633	0.860486902893506
GSE135251	GSM3998206	0	ALB	2208008	104836.068414783	2139219.25884104	21061530	1.03215600311874
GSE135251	GSM3998207	3	ALB	2557355	122270.388888737	2604917.64365013	20915571	0.981741210219806
GSE135251	GSM3998208	4	ALB	3487714	146233.444192796	3931303.58934702	23850317	0.887164758644169
GSE135251	GSM3998209	3	ALB	2880016	132954.525834629	2866591.22978535	21661662	1.00468318261605
GSE135251	GSM3998210	3	ALB	2482373	130452.565598532	2867884.5857291	19028932	0.865576324916473
GSE135251	GSM3998211	2	ALB	2581329	128976.276236469	2838290.00763263	20013983	0.909466260691608
GSE135251	GSM3998212	1	ALB	3410737	158670.981770876	3613177.33735906	21495657	0.943971657503246
GSE135251	GSM3998213	0	ALB	4935956	161696.120945584	3858182.68767507	30526125	1.27934740253951
GSE135251	GSM3998214	4	ALB	2416743	118772.50381174	2576420.18886943	20347664	0.938023623025755
GSE135251	GSM3998215	2	ALB	3448377	149057.745089326	3383480.94487451	23134504	1.01918026322087
GSE135251	GSM3998216	control	ALB	3710759	148562.515271085	3945035.43528311	24977761	0.940614871747964
GSE135251	GSM3998217	control	ALB	2433974	123639.801611368	3180076.39808668	19686007	0.765382240962644
GSE135251	GSM3998218	control	ALB	2208600	96343.2363239912	2224458.9172603	22924287	0.992870663001574
GSE135251	GSM3998219	0	ALB	5536766	184936.828227075	4954463.21436937	29938688	1.11753095349296
GSE135251	GSM3998220	control	ALB	3677274	159654.491223348	4183037.11148967	23032700	0.87909188993316
GSE135251	GSM3998221	control	ALB	2354918	110931.259604956	2874181.01656545	21228624	0.819335312016655
GSE135251	GSM3998222	control	ALB	3116520	142315.550708785	3522694.10917755	21898661	0.884697877082385
GSE135251	GSM3998223	control	ALB	2578013	122880.647220259	2943333.90269787	20979813	0.875881937022837
GSE135251	GSM3998225	3	ALB	3490973	116062.082490358	2223630.58519968	30078497	1.56994287775841
GSE135251	GSM3998226	4	ALB	4025209	131182.925008979	2933016.06023516	30683940	1.37237877915925
GSE135251	GSM3998227	4	ALB	2714948	124130.628888901	2583823.81969365	21871701	1.05074811189019
GSE135251	GSM3998228	1	ALB	3857796	131594.237286644	3148003.45403317	29315843	1.22547387775495
GSE135251	GSM3998229	3	ALB	3367759	140291.983172422	3672197.06596033	24005356	0.917096479167106
GSE135251	GSM3998230	4	ALB	1608840	83151.2120016343	2193928.44925774	19348365	0.733314707936036
GSE135251	GSM3998231	1	ALB	4582863	188916.490932253	5137955.98558002	24258671	0.891962292565775
GSE135251	GSM3998232	1	ALB	1872328	85182.8040769756	1857307.09114228	21980117	1.0080874664881
GSE135251	GSM3998233	3	ALB	2682607	115881.719743129	2377167.41714148	23149527	1.12848888162274
GSE135251	GSM3998234	1	ALB	2947590	134293.60236612	3144987.65960788	21948849	0.937234202174106
GSE135251	GSM3998235	2	ALB	6387008	193225.148159515	5376122.86352444	33054745	1.18803237242477
GSE135251	GSM3998236	1	ALB	2862816	118251.487140037	2768457.88308643	24209556	1.03408327700777
GSE135251	GSM3998237	2	ALB	3735269	138657.80300636	4104675.89724485	26938758	0.910003394545034
GSE135251	GSM3998238	2	ALB	2664143	108225.75590861	2727806.27721706	24616534	0.976661364207282
GSE135251	GSM3998239	3	ALB	2944398	108421.55140873	3054056.74599353	27156944	0.96409407057109
GSE135251	GSM3998240	2	ALB	3261510	140526.207960485	3389405.57817913	23209265	0.96226607432214
GSE135251	GSM3998241	3	ALB	4074467	160977.116292359	3931606.84622197	25310846	1.0363363274523
GSE135251	GSM3998242	4	ALB	1587936	89702.5815895656	2082613.83529295	17702233	0.762472606822299
GSE135251	GSM3998243	2	ALB	2933838	130699.292745918	3162322.77930233	22447237	0.927747799561203
GSE135251	GSM3998244	0	ALB	3337736	140389.638559781	3460706.78736727	23774803	0.964466568558724
GSE135251	GSM3998245	2	ALB	3840127	152775.995229091	3338122.53971517	25135670	1.15038527025664
GSE135251	GSM3998246	2	ALB	2756348	116154.709327091	2501718.22261447	23729972	1.10178195732988
GSE135251	GSM3998247	0	ALB	4294351	131275.059328023	3223421.9581622	32712619	1.33223358770205
GSE135251	GSM3998248	2	ALB	3701146	135783.857062549	2921906.41654525	27257629	1.26668875465768
GSE135251	GSM3998249	0	ALB	4568115	145560.444906663	3514754.18481141	31382942	1.29969686635286
GSE135251	GSM3998250	4	ALB	4764990	156731.35787597	3760663.94699657	30402276	1.26706083477773
GSE135251	GSM3998251	3	ALB	4079770	146993.635933669	3812044.49889493	27754739	1.07023147321147
GSE135251	GSM3998252	2	ALB	3699467	148666.978376487	3905140.61515841	24884255	0.947332596844257
GSE135251	GSM3998253	3	ALB	2932411	127388.946482942	3302069.4739271	23019352	0.888052484405342
GSE135251	GSM3998254	0	ALB	5014725	171001.65132205	4133440.13240524	29325594	1.21320857188318
GSE135251	GSM3998255	1	ALB	5559886	192954.416534311	5291065.31655733	28814505	1.05080653277922
GSE135251	GSM3998256	2	ALB	2488360	115371.324850286	2770452.41133126	21568271	0.898178214439817
GSE135251	GSM3998257	2	ALB	4337873	161613.013648615	3568252.53384697	26841112	1.21568553762738
GSE135251	GSM3998258	4	ALB	2994535	109496.130621269	2315958.1348689	27348318	1.29300048861614
GSE135251	GSM3998259	2	ALB	964963	44809.3338495814	1866067.85729351	21534866	0.517110348494805
GSE135251	GSM3998260	2	ALB	1675372	61095.756891858	1835986.90559022	27422068	0.912518490681398
GSE135251	GSM3998261	3	ALB	6334694	220866.686482288	6071856.51103401	28681075	1.04328782942883
GSE135251	GSM3998262	3	ALB	4927286	178738.246520329	4617503.57572168	27567049	1.06708872428537
GSE135251	GSM3998263	2	ALB	5212275	174642.309571606	4496516.24698903	29845431	1.15918073319323
GSE135251	GSM3998264	2	ALB	4558708	146237.933354666	3785024.98840758	31173225	1.20440631540399
GSE135251	GSM3998265	3	ALB	5817696	202601.810640222	6017711.93431617	28714926	0.966762128779284
GSE135251	GSM3998266	0	ALB	5157340	196914.025719163	5932728.69818793	26190821	0.8693031929094
GSE135251	GSM3998267	0	ALB	6108708	202379.230823436	5501899.09887923	30184461	1.11029080872173
GSE135251	GSM3998268	3	ALB	1617601	100338.362633511	2374299.60161449	16121461	0.681296075229955
GSE135251	GSM3998269	2	ALB	4074467	159031.610837968	3748675.48983308	25620485	1.08690843233844
GSE135251	GSM3998270	0	ALB	5225338	168833.857745302	4561337.96662323	30949586	1.14557132977987
GSE135251	GSM3998271	1	ALB	4671981	148305.745982206	3563767.25981232	31502360	1.31096692331307
GSE135251	GSM3998272	0	ALB	2753023	116005.122048968	2883461.03488594	23731909	0.954763378693933
GSE135251	GSM3998273	1	ALB	3185249	158837.828832183	4955125.05428406	20053466	0.642819094393213
GSE135251	GSM3998274	3	ALB	5341661	190413.284005249	5476019.96605616	28052985	0.975464120494629
GSE135251	GSM3998275	4	ALB	4861867	192981.964504557	5684759.55915522	25193375	0.855245846268033
GSE135251	GSM3998276	0	ALB	2281494	94825.4983879623	2344622.49599971	24059921	0.973075198200384
GSE135251	GSM3998277	2	ALB	2017906	116811.767765073	2915523.8044546	17274852	0.692124686794482
GSE135251	GSM3998278	2	ALB	1977963	106601.292659167	2729821.29761516	18554775	0.724576001267188
GSE135251	GSM3998279	1	ALB	4460275	181785.721025112	4853620.55905454	24535893	0.918958321057722
GSE135251	GSM3998280	3	ALB	710186	47446.1705502321	1409074.05124066	14968247	0.50400899752195
GSE135251	GSM3998281	0	ALB	4319795	180671.770356621	3981098.99288208	23909629	1.08507600733453
GSE135251	GSM3998282	3	ALB	4747906	175834.33618539	4394723.94188832	27002155	1.08036501559184
GSE135251	GSM3998283	1	ALB	2051403	114780.987632051	2763532.28744418	17872324	0.742311935098547
GSE135251	GSM3998284	2	ALB	2998364	141323.291893746	3681699.23788499	21216347	0.814396778842386
GSE135251	GSM3998285	4	ALB	1738318	67059.7702639311	1734530.09168493	25921920	1.00218382392628
GSE135251	GSM3998286	0	ALB	6305392	205194.832665963	5261882.68419914	30728805	1.19831481970026
GSE135251	GSM3998287	2	ALB	5324674	189226.96390256	4704322.62754949	28139087	1.13186837331641
GSE135251	GSM3998288	0	ALB	4579776	187991.71679477	5171825.74031389	24361584	0.885524035409988
GSE135251	GSM3998289	0	ALB	4367273	174530.819388758	4499846.47984264	25022933	0.970538221595667
GSE135251	GSM3998290	0	ALB	5918238	156503.216675517	3657926.68115323	37815440	1.61792143907438
GSE135251	GSM3998291	1	ALB	4363351	163116.522819411	3775978.76889196	26749902	1.15555496125854
GSE135251	GSM3998292	1	ALB	3266358	153269.361415434	3821503.91804166	21311226	0.854731035229149
GSE135251	GSM3998293	0	ALB	2976022	146226.720101918	3703946.66735624	20352108	0.803473232006385
GSE135251	GSM3998294	1	ALB	6041192	211742.937032505	6453979.76692633	28530784	0.93604136024075
GSE135251	GSM3998295	1	ALB	5370206	201777.399070364	5793715.13255941	26614507	0.926901975180074
GSE135251	GSM3998296	1	ALB	4769205	176714.230356829	4657662.24244675	26988234	1.02394822804812
GSE135251	GSM3998297	2	ALB	3645075	141020.072952883	3752523.29656646	25847916	0.97136638787432
GSE135251	GSM3998298	3	ALB	4821260	171746.046571838	4300914.97695165	28072029	1.12098472670044
GSE135251	GSM3998299	2	ALB	5194117	186509.370825493	5168761.24841929	27849094	1.0049055760872
GSE135251	GSM3998300	1	ALB	5361732	181482.664272952	4787823.13324267	29544045	1.11986843515012
GSE135251	GSM3998301	3	ALB	4095141	140684.255727069	3501611.94479461	29108737	1.16950166510818
GSE135251	GSM3998302	1	ALB	3494962	129421.327807643	3372052.57047156	27004529	1.03644944049946
GSE135251	GSM3998303	0	ALB	3282452	136148.715643619	3277890.31032531	24109313	1.00139165415643
GSE135251	GSM3998304	0	ALB	4724861	158918.492360319	4806230.89394743	29731348	0.983069915752508
GSE135251	GSM3998305	0	ALB	4655229	159136.159122041	3719797.46879752	29253119	1.25147378023914
GSE135251	GSM3998306	1	ALB	3979552	150598.273578634	4240334.86335015	26424951	0.938499464840823
GSE135251	GSM3998307	0	ALB	4248122	153048.86157146	3452647.12642765	27756639	1.2303956484529
GSE135251	GSM3998308	3	ALB	4765807	161255.697469624	3821626.30595648	29554348	1.24706253789699
GSE135251	GSM3998309	3	ALB	4370346	154895.922079839	4096754.16461173	28214726	1.06678258552871
GSE135251	GSM3998310	1	ALB	4309427	192363.793570222	5205073.03034285	22402485	0.827928249013663
GSE135251	GSM3998311	1	ALB	5841293	162285.799601843	4459297.09127303	35993864	1.30991339676192
GSE135251	GSM3998312	2	ALB	5294157	188545.163276195	4806565.88484073	28078986	1.1014427195718
GSE135251	GSM3998313	2	ALB	3530541	150430.1557979	3082289.58145781	23469636	1.14542806790081
GSE135251	GSM3998314	3	ALB	5874068	203439.599450976	4749340.97691122	28873769	1.23681749290198
GSE135251	GSM3998315	1	ALB	6973101	236499.284712796	6356018.08459549	29484660	1.0970864001945
GSE135251	GSM3998316	1	ALB	4864210	167625.474691473	4151890.44580855	29018322	1.17156511316684
GSE135251	GSM3998317	1	ALB	5225306	175545.831576578	4374853.94353799	29766050	1.19439553124241
GSE135251	GSM3998318	2	ALB	5793373	185645.51097808	4450345.21870507	31206642	1.30178058449266
GSE135251	GSM3998319	3	ALB	4083632	173825.164396428	4766944.51063598	23492755	0.856656080407192
GSE135251	GSM3998320	1	ALB	4169184	151869.690555393	3421733.42161307	27452377	1.2184420836719
GSE135251	GSM3998321	0	ALB	4391744	153993.548093688	3906171.71816224	28519013	1.12430899532144
GSE135251	GSM3998322	3	ALB	5949904	206081.176096193	5383257.15857435	28871652	1.10526096464166
GSE135251	GSM3998323	0	ALB	5669986	209854.604080738	5609312.13540849	27018640	1.01081663190189
GSE135251	GSM3998324	3	ALB	4124120	161773.684651305	3414771.15349777	25493145	1.20772954163433
GSE135251	GSM3998325	0	ALB	4974463	172441.713088827	4240771.30350721	28847214	1.17300902217623
GSE135251	GSM3998326	0	ALB	4231680	167392.835464173	4157678.2404269	25279935	1.01779881830526
GSE135251	GSM3998327	3	ALB	4218673	163992.884357357	3196730.03317241	25724732	1.31968385075465
GSE135251	GSM3998328	3	ALB	5446221	185638.825585869	4298809.63636446	29337726	1.26691374140631
GSE135251	GSM3998329	3	ALB	4134084	165861.235622643	3543998.29449814	24924956	1.16650281869998
GSE135251	GSM3998330	3	ALB	4547441	201152.531597724	5787089.57158533	22606929	0.785790671415902
GSE135251	GSM3998331	1	ALB	3470400	126006.025806836	3194359.85024044	27541540	1.08641485702958
GSE135251	GSM3998332	4	ALB	2658963	103632.766821744	2014460.00507897	25657551	1.31993834243225
GSE135251	GSM3998333	3	ALB	3162370	129862.327543953	3418739.61738182	24351712	0.925010487467848
GSE135251	GSM3998334	3	ALB	4170052	146724.519740043	3154874.81640685	28420962	1.32178049611153
GSE135251	GSM3998335	2	ALB	3112048	148604.871519174	3442451.14957514	20941763	0.904020962035753
GSE135251	GSM3998336	0	ALB	3401781	155736.448946493	4014934.41630003	21843191	0.847281835087836
GSE135251	GSM3998337	2	ALB	4634282	157579.768288189	3834073.96402454	29409118	1.20870959806302
GSE135251	GSM3998338	3	ALB	3130192	142186.72587086	3641170.13091073	22014657	0.859666504848835
GSE135251	GSM3998339	0	ALB	3165921	104336.633311616	2471353.88794994	30343331	1.28104720875334
GSE135251	GSM3998340	3	ALB	1839281	70566.7288536074	1500191.79833793	26064422	1.2260305662501
GSE135251	GSM3998342	control	ALB	2445271	99006.7785201856	2461392.05029444	24698016	0.993450433752514
GSE135251	GSM3998343	2	ALB	2518218	144401.37308198	3466549.89862268	17439017	0.726433506986451
GSE135251	GSM3998344	1	ALB	2487408	118089.855960179	2757601.67744243	21063689	0.902018598388355
GSE135251	GSM3998345	0	ALB	2319615	123105.401233126	3069253.98314809	18842512	0.755758569585956
GSE135251	GSM3998346	0	ALB	3138676	125674.87648436	2927115.50694396	24974570	1.07227609998791
GSE135251	GSM3998347	2	ALB	2916888	125335.463559431	3039836.25197664	23272647	0.959554317474604
GSE135251	GSM3998348	2	ALB	2677096	115061.282656494	2550178.39680724	23266697	1.04976812734029
GSE135251	GSM3998349	0	ALB	2372697	98361.3591221415	2262615.01959772	24122247	1.04865254559384
GSE135251	GSM3998350	2	ALB	2564831	113595.445040696	2533098.91421994	22578643	1.01252698250429
GSE135251	GSM3998351	1	ALB	2252681	109184.58151616	2366625.29278024	20631860	0.951853682487108
GSE135251	GSM3998352	1	ALB	3038753	119987.053454135	2799852.3168015	25325674	1.08532617301452
GSE135251	GSM3998353	0	ALB	2686723	130911.313667488	3107453.79583728	20523230	0.86460593673158
GSE135251	GSM3998354	3	ALB	2267728	100281.219081224	2197121.94841559	22613686	1.03213569990293
GSE135251	GSM3998355	2	ALB	1696612	84784.8416209772	1632822.67824054	20010794	1.03906690090084
GSE135251	GSM3998356	2	ALB	2503622	120565.456460679	2719487.93274837	20765666	0.920622581130479
GSE135251	GSM3998357	1	ALB	3187775	137585.553567589	3487678.26582535	23169402	0.914010627423979
GSE135251	GSM3998358	1	ALB	3251282	138528.681173067	3079542.09385442	23470100	1.05576800086231
GSE135251	GSM3998359	4	ALB	2444163	106846.306286686	2007391.03909905	22875503	1.21758190227699
GSE135251	GSM3998360	2	ALB	2157860	116878.882223074	2576123.27793572	18462360	0.83763848511517
GSE135251	GSM3998361	0	ALB	1636266	85315.7015071989	2053202.29075193	19178955	0.796933652066385
GSE135251	GSM3998362	2	ALB	1518273	103338.379759066	2031653.66456851	14692247	0.747308966325446
GSE135251	GSM3998363	1	ALB	2747084	128918.344341115	2972528.71176687	21308713	0.924157263519631
GSE135251	GSM3998364	3	ALB	3038204	132333.312600474	3038010.91205895	22958724	1.00006355735599
GSE135251	GSM3998365	3	ALB	2814539	125380.55779654	2788603.45502701	22447970	1.00930054968061
GSE135251	GSM3998366	0	ALB	2376505	100868.151872271	2563215.6770917	23560509	0.92715764078677
GSE135251	GSM3998367	1	ALB	2068441	95018.9232470966	1919915.66382315	21768727	1.07736034398568
GSE135251	GSM3998368	2	ALB	2861131	108439.093561939	2623358.87062908	26384682	1.09063652405052
GSE135251	GSM3998369	3	ALB	1847174	98325.7087074783	2706454.41364777	18786277	0.682506969518976
GSE135251	GSM3998370	2	ALB	2326194	102302.574696201	1826195.57759523	22738372	1.27379237390509
GSE135251	GSM3998371	2	ALB	3411189	150202.114346396	3234434.94483974	22710659	1.05464758394422
GSE135251	GSM3998372	3	ALB	3213239	135666.920725915	2880538.22456613	23684764	1.11549951762365
GSE135251	GSM3998373	3	ALB	2817134	131741.049353359	2708577.5638525	21383874	1.04007876222422
GSE135251	GSM3998374	3	ALB	1044250	63185.8738108667	1125282.5080044	16526637	0.927989187223657
GSE135251	GSM3998375	1	ALB	2585355	123780.225996924	2476274.79476058	20886656	1.04405012136384
GSE135251	GSM3998376	2	ALB	2188885	118623.965576107	2149346.90931907	18452300	1.01839539746213
GSE135251	GSM3998377	1	ALB	3543593	146015.719425107	2923116.85764449	24268572	1.21226525403281
GSE135251	GSM3998378	3	ALB	2227487	108299.431321351	2062544.66496613	20567855	1.07997030941223
GSE135251	GSM3998379	3	ALB	3897741	150667.443530454	3127020.90051226	25869829	1.24647104193051
GSE135251	GSM3998380	1	ALB	3415521	161752.002814198	3234750.84745284	21115788	1.05588379478732
GSE135251	GSM3998381	2	ALB	2745419	129090.388790063	2719267.66834872	21267416	1.00961704945625
GSE135251	GSM3998382	3	ALB	1857594	88904.1466050194	1514813.08141601	20894346	1.22628595091321
GSE162694	GSM4957321	0	POSTN	1176	36.5853749590281	1219.9164568101	32143992	0.964000439075202
GSE162694	GSM4957322	1	POSTN	236	7.98423316938026	236.609850127029	29558255	0.997422549709146
GSE162694	GSM4957323	control	POSTN	328	14.936698000641	409.16329470072	21959338	0.801635934229911
GSE162694	GSM4957324	3	POSTN	406	13.9892442007605	338.747059161542	29022297	1.19853439024658
GSE162694	GSM4957325	1	POSTN	701	16.8394135867595	522.96182530604	41628528	1.34044200949041
GSE162694	GSM4957326	control	POSTN	274	11.287243836722	354.766569371096	24275191	0.772338838142859
GSE162694	GSM4957327	0	POSTN	248	9.91254101113994	299.124665388576	25018812	0.829085758199972
GSE162694	GSM4957328	2	POSTN	421	18.9577019446685	463.798627140552	22207333	0.90772153120759
GSE162694	GSM4957329	1	POSTN	515	20.4290529535333	612.387097911717	25209196	0.840971342727805
GSE162694	GSM4957330	control	POSTN	420	13.9717863061857	644.79519890647	30060580	0.651369614277979
GSE162694	GSM4957331	control	POSTN	711	31.5611223081825	846.29598511905	22527716	0.840131599938977
GSE162694	GSM4957332	1	POSTN	335	10.805469360882	324.963358941053	31002818	1.03088545456833
GSE162694	GSM4957333	2	POSTN	172	6.9455776437039	188.280945470046	24763959	0.913528448514001
GSE162694	GSM4957334	2	POSTN	129	5.07307728502904	143.479560948358	25428353	0.899082762362444
GSE162694	GSM4957335	4	POSTN	240	3.81380829018632	209.586186377374	62929225	1.14511363629597
GSE162694	GSM4957336	control	POSTN	426	11.8076549636915	373.6117733165	36078290	1.14022102734734
GSE162694	GSM4957337	4	POSTN	340	5.22629656616791	261.487240369575	65055627	1.30025464921141
GSE162694	GSM4957338	4	POSTN	525	8.62996949396193	347.567632353311	60834514	1.51049738563206
GSE162694	GSM4957339	4	POSTN	105	1.70080027026202	96.2664160052444	61735644	1.09072306165714
GSE162694	GSM4957340	4	POSTN	237	4.52036306259137	179.567908006154	52429417	1.31983494507202
GSE162694	GSM4957341	4	POSTN	628	10.9494572530138	659.332567451368	57354441	0.952478356146605
GSE162694	GSM4957342	4	POSTN	484	9.01435144348821	565.926609005912	53692160	0.855234569814942
GSE162694	GSM4957343	2	POSTN	550	10.8570212810646	480.565240142646	50658462	1.14448560581856
GSE162694	GSM4957344	2	POSTN	184	4.22652414490353	128.194502645359	43534591	1.43531895832556
GSE162694	GSM4957345	3	POSTN	335	9.06973489029546	456.218315529747	36936030	0.734297568941326
GSE162694	GSM4957346	2	POSTN	1016	21.6093669629532	871.763533317282	47016648	1.16545365935859
GSE162694	GSM4957347	1	POSTN	344	16.2585794727872	464.242487500637	21158060	0.740992066133386
GSE162694	GSM4957348	2	POSTN	564	14.0710681250514	510.776720855951	40082245	1.10420067511076
GSE162694	GSM4957349	4	POSTN	270	6.75225170713804	213.989653455111	39986661	1.26174324618288
GSE162694	GSM4957350	2	POSTN	564	13.7629992015508	586.003402169651	40979440	0.962451750129463
GSE162694	GSM4957351	2	POSTN	142	2.52974386432449	142.966037074176	56132165	0.993242891151308
GSE162694	GSM4957352	2	POSTN	186	5.21235878290862	212.571483006	35684420	0.874999775933022
GSE162694	GSM4957353	2	POSTN	120	2.85015434654594	138.188380140892	42102983	0.868379815131001
GSE162694	GSM4957354	2	POSTN	252	5.30991576197923	215.549836819374	47458380	1.16910318151236
GSE162694	GSM4957355	3	POSTN	105	2.39597394230016	120.312539141288	43823515	0.872726988802841
GSE162694	GSM4957356	3	POSTN	107	2.36248076730902	114.504201367827	45291374	0.934463528165911
GSE162694	GSM4957357	2	POSTN	395	8.27389291856566	329.375914841854	47740526	1.19923765582452
GSE162694	GSM4957358	control	POSTN	290	11.0525811302331	280.644193657658	26238215	1.03333689616167
GSE162694	GSM4957359	1	POSTN	208	6.78676787782304	166.094188402257	30647873	1.25230149230901
GSE162694	GSM4957360	4	POSTN	84	1.97414407106016	81.9094854633654	42550086	1.02552225209093
GSE162694	GSM4957361	1	POSTN	318	11.5171201810404	284.060203159029	27611069	1.11948099896968
GSE162694	GSM4957362	2	POSTN	347	11.431587221528	312.381323591718	30354490	1.11082185071195
GSE162694	GSM4957363	0	POSTN	259	10.7825361049475	265.547030316729	24020323	0.975345119435454
GSE162694	GSM4957364	0	POSTN	665	20.5319288629489	595.929993673338	32388579	1.11590288634561
GSE162694	GSM4957365	1	POSTN	454	8.92143996128331	409.180774779221	50888646	1.10953404456737
GSE162694	GSM4957366	4	POSTN	178	4.0965443186143	303.694100265773	43451257	0.586116094597249
GSE162694	GSM4957367	1	POSTN	166	4.3524137910059	199.062404170427	38139756	0.833909349642332
GSE162694	GSM4957368	0	POSTN	326	7.98199966034878	339.731402982177	40841896	0.959581590451627
GSE162694	GSM4957369	0	POSTN	59	1.37611457408659	60.4996209528744	42874337	0.975212721513702
GSE162694	GSM4957370	1	POSTN	405	9.64811283746687	351.418111265125	41977121	1.15247332740472
GSE162694	GSM4957371	0	POSTN	708	22.3340607675725	686.224376848639	31700460	1.03173251182268
GSE162694	GSM4957372	0	POSTN	158	3.70426446647737	169.79606904537	42653542	0.930528020397114
