cohort	gsm	stage	gene	ensembl_id	raw	cpm	norm	lib_size	size_factor
GSE135251	GSM3998374	3	LOX	ENSG00000113083	12	0.7261005369695	12.9311851530312	16526637	0.927989187223657
GSE135251	GSM3998375	1	LOX	ENSG00000113083	11	0.526652040422363	10.5358926500873	20886656	1.04405012136384
GSE135251	GSM3998376	2	LOX	ENSG00000113083	18	0.97548815052866	17.6748638543109	18452300	1.01839539746213
GSE135251	GSM3998377	1	LOX	ENSG00000113083	19	0.782905561975381	15.6731374893351	24268572	1.21226525403281
GSE135251	GSM3998378	3	LOX	ENSG00000113083	60	2.91717342425839	55.5570828911538	20567855	1.07997030941223
GSE135251	GSM3998379	3	LOX	ENSG00000113083	35	1.35292738115896	28.0792724601068	25869829	1.24647104193051
GSE135251	GSM3998380	1	LOX	ENSG00000113083	17	0.805084801950086	16.1002565660402	21115788	1.05588379478732
GSE135251	GSM3998381	2	LOX	ENSG00000113083	10	0.47020286808703	9.9047455719827	21267416	1.00961704945625
GSE135251	GSM3998382	3	LOX	ENSG00000113083	60	2.87159023785669	48.928229142084	20894346	1.22628595091321
GSE135251	GSM3998167	2	LOXL1	ENSG00000129038	4	0.171760975537072	4.01890104890091	23288177	0.995296960867928
GSE135251	GSM3998168	3	LOXL1	ENSG00000129038	40	2.00553728845342	44.3913282537021	19944780	0.901076889869006
GSE135251	GSM3998169	2	LOXL1	ENSG00000129038	14	0.570843026281898	12.7854848591682	24525131	1.09499171554381
GSE135251	GSM3998170	3	LOXL1	ENSG00000129038	30	1.06964543428799	24.4211714296986	28046677	1.22844230000847
GSE135251	GSM3998171	0	LOXL1	ENSG00000129038	17	0.597954243767444	13.8519768774799	28430269	1.22726165011422
GSE135251	GSM3998172	1	LOXL1	ENSG00000129038	15	0.601618739445101	15.6311871552896	24932734	0.959620011646014
GSE135251	GSM3998173	3	LOXL1	ENSG00000129038	25	1.00997781321139	21.7289320995762	24753019	1.15053974513951
GSE135251	GSM3998174	2	LOXL1	ENSG00000129038	5	0.203505197950117	5.2715392516817	24569397	0.948489570366934
GSE135251	GSM3998175	0	LOXL1	ENSG00000129038	2	0.106685352250495	2.72168392593841	18746716	0.734839185748
GSE135251	GSM3998176	2	LOXL1	ENSG00000129038	8	0.332565024984363	8.38278687280584	24055446	0.954336561502283
GSE135251	GSM3998177	1	LOXL1	ENSG00000129038	1	0.0374951007963922	0.925620651674137	26670151	1.08035618932155
GSE135251	GSM3998178	2	LOXL1	ENSG00000129038	3	0.120336842074862	3.05182061691748	24930021	0.983019769697401
GSE135251	GSM3998179	3	LOXL1	ENSG00000129038	12	0.545711054455187	13.2462192220038	21989659	0.905918873822226
GSE135251	GSM3998180	2	LOXL1	ENSG00000129038	6	0.256873671882843	6.0905487008861	23357785	0.985132915713666
GSE135251	GSM3998181	1	LOXL1	ENSG00000129038	3	0.130994058895453	3.48542612565377	22901802	0.860726893024389
GSE135251	GSM3998182	2	LOXL1	ENSG00000129038	2	0.0772709835827364	2.17817825304224	25882937	0.91819849785325
GSE135251	GSM3998183	1	LOXL1	ENSG00000129038	0	0	0	21908754	0.888770439258868
GSE135251	GSM3998184	2	LOXL1	ENSG00000129038	10	0.377676437118327	9.14217255074854	26477691	1.09383190313786
GSE135251	GSM3998185	3	LOXL1	ENSG00000129038	19	0.682557196945952	17.2286549205912	27836495	1.10281389276024
GSE135251	GSM3998186	2	LOXL1	ENSG00000129038	5	0.194909342207478	4.62321456890758	25652952	1.08149858187989
GSE135251	GSM3998187	2	LOXL1	ENSG00000129038	26	1.14202203610582	24.1301907488702	22766636	1.07748837423581
